GeneID,GSM4681806,GSM4681807,GSM4681811,GSM4681812
29101,1540,758,1068,552
643988,45,76,8,5
105378586,7,10,3,0
142678,867,459,792,397
8510,103,43,68,42
984,1024,451,1387,744
728661,1212,806,418,240
8511,39,16,28,12
728642,829,241,570,576
9906,382,165,118,89
112268218,465,140,158,78
65220,5851,3532,1536,861
2782,6453,3932,3531,2954
105378949,4,6,12,7
163688,5,4,2,0
339456,0,0,2,0
85452,0,0,0,0
107984872,0,0,0,0
105378589,0,0,0,0
2563,0,0,0,0
105378590,0,0,0,0
105378591,0,0,1,0
5590,165,105,107,41
100506504,23,19,10,3
199990,381,337,455,228
112268219,28,24,24,12
105378593,1,0,0,0
6497,826,1229,260,329
79906,30,11,26,7
100129534,6,2,0,0
11079,932,713,564,219
5192,110,94,97,42
9651,134,159,168,104
55229,281,180,145,112
388585,0,0,0,0
115110,289,259,338,126
8764,2278,2014,2715,1107
100996583,9,11,6,6
127281,135,122,63,36
79258,23,17,19,16
105378597,2,0,0,0
100287898,26,19,15,6
105378603,0,0,0,0
105378602,0,0,0,0
105378601,0,0,0,0
112268220,0,0,0,0
107985732,0,0,0,0
105378600,0,0,0,0
105378598,0,0,0,0
107984904,0,0,0,0
105378599,0,0,0,0
140625,0,0,0,0
440556,0,0,0,0
63976,1,0,1,0
100422968,0,0,0,0
105378606,0,0,0,0
107984909,0,0,0,0
105378605,0,0,0,0
105378604,0,0,0,0
27237,0,0,0,2
1953,686,394,590,223
105378608,0,0,0,0
693135,0,0,0,0
105378607,0,0,0,0
127262,1291,826,768,638
49856,216,114,112,89
7161,20,11,2,2
105378610,0,0,0,0
105378609,0,0,0,0
57212,227,111,164,62
148870,0,0,0,0
388588,73,95,103,170
57470,440,281,343,267
9731,239,155,111,80
1677,116,67,51,32
107984910,1,3,0,0
339448,339,74,255,171
100133612,0,1,1,0
728716,0,0,0,0
105376672,0,0,0,0
105376673,0,0,0,0
284661,0,0,0,0
105376674,0,0,0,0
105376679,0,0,0,0
107985376,33,112,78,53
55966,9,4,0,0
105376680,0,0,0,0
102724429,0,0,0,0
105376681,0,0,0,0
105376682,0,0,0,0
107984911,0,0,0,0
105376686,0,0,1,0
100616421,0,0,0,0
261734,101,71,71,39
8514,1835,1955,1165,804
26038,0,0,0,0
105376687,0,0,0,0
6146,5432,1555,7605,3284
107985733,21,8,30,5
102724450,0,0,3,11
388591,15,7,11,7
23463,262,178,47,30
148645,3,0,0,0
390992,0,0,0,1
387509,107,101,10,15
11332,100,76,104,32
54626,0,0,0,0
83715,217,674,204,754
100422975,0,0,0,0
8718,342,132,499,246
57449,39,28,75,25
79707,193,121,184,121
80835,0,3,13,12
107984912,0,2,0,0
3104,364,220,293,165
9903,869,710,1037,694
107984913,5,1,3,0
148479,604,255,432,217
90326,147,82,135,94
55735,166,124,82,81
100505887,0,0,0,0
110841581,1,4,5,2
23261,208,88,346,176
105376692,0,0,0,0
102725193,0,0,0,0
101928836,0,0,0,0
105376691,0,0,0,0
105376689,2,2,1,1
9341,1179,523,987,435
8863,124,31,55,41
10911,323,60,170,58
3604,84,36,42,35
11315,1142,458,1081,509
54206,17,14,0,15
107984915,0,0,0,0
102724539,0,0,0,0
105376695,0,0,0,0
50651,7,9,8,2
473,1943,1899,1049,546
102724552,30,18,23,11
106632271,0,0,0,0
2023,6272,5687,5292,3368
102465436,2,0,0,0
100505975,1,1,5,0
112268261,17,7,16,1
765,33,21,26,10
155184,0,0,0,1
6518,29,16,19,11
80045,76,39,63,38
106614088,0,0,0,1
407040,0,0,0,1
102724571,0,0,0,0
9563,815,579,289,132
80176,25,19,3,0
100506022,0,0,1,0
84275,79,37,168,64
199953,68,80,77,42
107985734,7,9,7,3
105376712,2,3,13,1
5293,6146,4498,3773,3382
644997,53,30,3,7
101929074,3,2,5,0
22883,1588,1429,771,489
56998,291,263,248,169
105376717,22,18,23,14
84328,270,102,161,97
64802,75,37,17,22
113391335,1,0,2,4
100847055,0,0,0,0
116362,372,173,414,207
10277,644,428,542,343
23095,488,415,822,628
105376725,2,5,4,4
5226,5571,3255,3356,2662
100526739,10,5,5,9
378708,11,4,4,2
1325,4,2,2,5
1676,190,119,102,39
5195,175,101,157,99
54897,179,157,275,201
105376733,0,0,0,0
105376735,0,0,0,0
148345,5,1,3,2
23435,779,328,684,391
10747,77,41,54,37
6723,386,374,227,111
5394,276,172,171,95
105376736,8,9,9,4
2475,463,314,295,214
100873935,8,7,10,4
10218,0,0,1,0
29914,225,123,171,83
105376737,0,0,0,0
105376739,0,0,0,0
105376740,0,0,1,0
57540,4,2,1,0
112268221,0,0,0,0
101929181,0,0,0,0
26232,40,24,47,4
93611,221,95,230,98
26270,323,276,238,150
10459,390,275,570,312
374946,38,24,18,1
57085,2082,2106,1170,739
284498,111,66,117,74
102724659,0,0,0,1
4524,448,291,474,410
1185,147,70,126,108
100379251,24,13,22,13
4878,7,1,15,5
4879,0,0,0,0
26829,0,0,0,0
90231,1512,1481,595,417
5351,931,617,271,195
9927,1663,734,1104,1244
60672,556,446,392,365
102466982,2,1,1,0
943,73,94,33,29
102465836,310,371,130,258
7133,13206,13524,6313,8277
100616438,2,3,3,4
107984917,34,22,9,16
55187,719,695,345,311
677885,3,0,4,3
105376744,2,9,4,7
9249,222,103,538,318
102466722,1,0,8,0
343066,0,0,0,0
126767,0,0,0,0
93190,0,0,0,0
390999,0,0,0,0
65121,0,0,0,0
105376745,0,0,0,0
440560,0,0,0,0
343069,0,0,0,0
65122,0,0,0,0
400735,0,0,0,0
343071,0,0,0,0
441871,0,0,0,0
440561,0,0,0,0
101929983,0,0,0,0
649330,0,0,0,0
441873,0,0,0,0
649324,0,0,0,0
440563,0,0,0,0
645354,0,0,0,0
645359,0,0,0,0
101060301,0,0,0,0
343070,0,0,0,0
400736,0,0,0,0
391003,0,0,0,0
343068,0,0,0,0
391002,0,0,0,0
645382,0,0,0,0
653619,0,0,0,0
729528,0,0,0,0
645414,0,0,0,0
391004,0,0,0,0
645425,0,0,0,0
126755,0,0,0,0
102724856,1,0,0,0
107984918,0,0,0,0
10630,0,0,0,0
107984919,0,0,0,0
105378612,0,0,0,0
105376756,0,0,0,0
7799,1174,707,1032,715
23254,185,89,33,31
107985467,0,0,0,0
107985468,0,0,0,0
105376762,0,0,0,0
105376759,0,0,0,0
107985469,0,0,0,0
200197,5,5,3,3
55092,6,1,19,5
727684,0,0,0,0
114827,2,2,2,0
101927417,1,0,1,0
101927441,44,35,54,36
79180,16303,13598,25521,12333
11330,7,3,20,5
63036,0,0,0,0
105376767,1,0,0,0
51032,6,1,4,2
842,232,137,237,109
23341,108,51,51,51
107397391,0,0,0,0
79814,55,22,36,9
84301,323,172,173,217
6248,38,21,26,25
23207,1176,1013,2132,1437
284723,26,7,23,9
110806303,2,1,4,0
388595,0,0,0,0
54751,0,0,0,0
440567,23,23,38,13
729614,113,47,101,62
23013,1464,1636,804,990
7709,446,243,640,341
149563,0,0,0,0
27129,0,0,0,0
1187,0,0,2,0
1188,0,0,0,0
348487,0,2,0,0
1969,28,60,3,4
101927479,0,0,0,0
128272,54,44,21,5
101927546,5,21,12,19
79363,27,17,25,7
54455,401,293,326,193
26099,1579,1056,2788,1367
374955,882,522,1586,772
55707,992,767,999,603
107984921,37,18,44,34
114819,80,45,64,48
26871,0,0,0,0
107985757,0,0,0,0
100132147,0,0,0,0
107985758,0,0,0,0
7195,0,0,0,0
55672,104,70,27,28
105376794,212,68,58,63
84809,174,74,90,87
11209,5,2,10,0
107985736,2,1,0,0
26869,0,0,0,0
107985759,0,0,0,0
284729,2,0,0,2
100189045,0,0,0,0
6060,0,0,0,0
11223,7,4,5,7
100500876,0,0,0,0
100189298,0,0,0,0
112267871,0,0,0,0
7193,0,0,0,0
100189183,0,0,0,0
105376805,34,20,44,16
791226,0,0,0,0
26870,0,0,0,0
9696,354,189,332,157
4237,2,0,0,0
105376806,0,0,0,0
23400,422,463,138,107
6390,950,359,730,420
11240,4409,858,545,112
105376808,0,0,0,0
400743,0,0,0,0
29943,0,0,0,0
51702,0,0,0,0
100616188,0,0,0,0
23569,1321,640,340,281
353238,6,0,11,1
55920,703,429,528,373
55160,199,146,177,74
107984028,0,0,0,0
81569,0,0,0,0
105376809,0,0,0,0
105376812,0,0,0,0
101927876,0,0,0,0
84966,0,0,0,0
105376814,0,0,0,0
127707,0,1,1,0
5081,0,0,0,0
80834,0,0,0,0
8659,28,45,64,46
100616120,0,0,1,1
100302276,0,0,0,0
126917,330,206,754,353
105376815,0,0,0,0
23352,1317,1646,1100,1040
101927895,7,9,9,6
23065,209,206,82,66
51154,124,64,77,65
246181,1,0,8,5
22977,0,2,4,5
100506730,10,4,6,1
8574,246,263,171,76
54896,85,89,106,54
832,5169,2818,2735,1765
105376819,0,0,2,0
105376818,0,0,0,0
105376817,0,0,0,0
105378614,0,0,1,1
440574,258,149,234,113
100532736,91,70,157,84
644068,22,26,52,46
4681,7,9,71,39
3362,2,4,10,0
255104,187,125,140,70
54546,0,0,0,0
105376823,1,1,0,0
23252,154,52,130,125
30814,0,0,0,0
5320,0,0,0,0
5322,0,0,0,0
26279,1,5,3,0
64600,0,0,0,0
391013,1,1,0,0
127733,17,6,15,14
101928017,3,2,3,4
105376825,3,0,0,0
105376826,0,0,0,0
105376827,0,0,0,0
105376828,0,0,0,0
127731,0,0,1,0
339505,0,0,0,0
55450,45,34,19,18
79594,383,312,473,292
163933,0,0,0,0
978,1949,1896,879,873
65018,958,1071,346,1031
102464833,105,146,45,128
100861548,683,671,348,621
1650,1737,1467,1455,753
57576,1,3,2,0
400745,1,1,0,0
112268222,612,223,287,228
50809,2102,888,1266,894
8672,588,307,485,280
105376830,3,3,3,2
105376829,8,6,3,2
100302155,2,0,0,0
1889,4750,4699,5552,5197
100506801,11,19,21,19
105376832,0,0,0,0
84224,109,35,58,11
249,13637,11543,4633,3890
105376834,25,25,20,20
5909,53,118,22,113
84196,702,329,403,278
401944,8,0,3,2
3339,25,13,11,8
23436,0,0,0,0
10136,0,0,0,0
101928043,3,2,3,5
29092,112,34,59,14
112268223,11,4,9,2
998,8091,1844,7646,4330
54361,3,7,0,0
105376845,1,0,0,2
105376850,0,1,0,0
107985377,0,0,0,0
100616433,0,0,0,0
105376856,0,0,0,0
9923,444,194,294,181
2046,0,4,0,0
102466615,0,0,0,0
712,133,68,69,64
714,18,16,6,9
713,48,44,21,10
2048,11,14,9,4
100616391,0,0,0,0
100422914,0,0,1,0
646262,0,0,0,0
729059,0,0,0,0
23028,339,143,271,144
100422866,0,0,0,0
7798,234,194,207,136
3352,0,0,0,0
100996511,1,1,1,0
10236,1654,628,1080,808
80818,34,20,20,10
148898,9,2,2,3
6920,89,31,100,22
55616,5,10,7,6
1870,107,104,75,180
101928163,3,6,4,2
105376859,3,1,1,1
3399,49,20,203,32
107984928,2,0,0,0
259283,22,6,23,6
6135,17448,5276,26591,12673
6924,410,217,477,296
100506963,23,14,18,10
57095,495,234,881,578
105376860,62,72,30,24
11313,563,569,371,176
2582,93,67,71,48
3155,137,88,74,38
105376861,0,0,0,0
2517,152,130,84,81
1269,74,52,63,25
107984929,0,1,2,0
100616492,0,0,0,0
55629,1580,362,1726,1036
10772,1019,315,1075,721
105378615,0,0,0,0
105376863,0,0,0,0
107984931,0,0,0,0
127294,0,0,0,0
107985737,0,0,0,0
105376864,0,0,0,0
58985,0,0,0,0
163702,62,31,42,36
284632,0,0,0,0
105376871,0,0,0,0
57822,1,0,0,0
90529,19,9,20,4
57185,342,139,143,116
100750325,15,4,25,8
11123,1123,593,1039,701
100506985,63,29,28,30
400746,0,0,0,0
10250,1376,909,1822,1082
25932,584,128,661,588
105376876,3,2,0,2
864,4919,4031,7144,5066
102465437,6,2,3,1
107984932,22,21,19,29
105376878,32,23,17,17
100616365,0,0,0,0
105376879,1,2,1,5
25949,1618,418,2240,1317
57035,1521,582,1000,540
105376882,5,0,5,0
6007,65,60,44,38
23585,1499,572,1019,786
6006,790,277,455,383
55219,161,103,258,315
26119,664,601,419,171
57134,183,129,132,35
57190,507,691,499,277
56181,196,111,134,65
646471,63,30,15,21
79000,36,20,29,22
164091,94,91,125,104
3925,241,78,97,33
100500808,16,5,11,2
105376885,0,0,0,0
5051,170,57,101,54
101928216,0,0,0,0
2134,0,0,1,0
7780,0,0,0,0
105376910,0,0,0,0
84676,0,0,0,0
149420,126,30,81,43
105376886,0,0,0,0
79927,0,0,0,1
110806296,0,0,0,0
51042,43,58,87,19
10256,9,10,5,3
378807,0,0,0,0
101928303,0,0,0,0
64793,92,46,92,59
83442,9516,9883,10201,4711
91544,1779,1072,2073,1221
1043,2460,1422,2886,2318
55057,20,9,11,6
257101,66,27,71,50
79727,0,0,0,0
79947,112,68,34,31
101928324,1,2,4,0
3151,3938,1390,3347,1954
6195,4177,3568,1265,1120
100302190,0,0,0,0
105376888,0,0,0,0
101928728,1,0,0,0
8289,1424,1694,846,691
55650,59,47,29,11
84243,7217,7085,13095,8533
2810,65,35,152,89
54707,336,156,324,217
63906,141,117,254,102
10726,626,316,623,338
8431,0,0,0,0
126695,3,7,6,2
388610,6,6,3,4
115572,2,2,8,0
101928391,0,0,0,0
6548,430,437,460,324
102723760,0,0,0,0
105376890,0,0,0,0
23038,2159,2558,688,747
84065,445,346,480,255
644961,53,10,42,33
84958,1270,923,1182,464
9064,53,44,43,31
8547,0,2,0,0
388611,0,0,0,0
2827,29,7,13,13
10163,3498,2904,2279,2304
105376892,5,7,2,0
27245,143,115,106,48
2268,10457,8883,4831,4034
111216282,0,0,0,0
2537,2343,979,1364,493
199870,108,24,147,80
23673,433,214,407,338
5511,323,97,340,230
677774,0,0,0,0
9473,6891,5773,7736,4496
6118,561,327,311,180
27293,20,12,17,7
55113,1410,1648,693,349
2140,242,120,144,50
5724,4206,3826,7473,4331
22826,986,188,833,489
93974,533,223,538,219
83667,634,530,1655,622
54797,81,51,50,30
65979,224,188,131,117
1104,253,101,374,165
8420,547,145,1136,667
6080,3,0,4,0
26768,9,3,7,1
54952,164,81,92,52
85028,77,16,146,75
692212,5,0,1,6
677838,2,0,2,1
677825,6,2,29,8
692073,5,0,1,1
115273,1,1,0,0
6883,414,166,257,138
105378616,4,1,1,1
26824,0,0,0,0
10691,207,120,173,117
51441,814,368,654,449
4985,5,1,9,4
2035,3008,1761,1734,2095
399474,269,125,176,179
6429,1069,509,777,585
51102,67,43,33,21
10076,0,1,1,0
101928460,0,0,0,0
107984933,0,0,0,0
107984934,0,0,0,0
101929406,0,0,0,0
105378617,0,0,0,0
105378618,0,0,0,0
4146,21,10,48,20
100129196,38,14,94,49
7805,34610,20868,37830,19996
100616164,8,9,12,10
105378620,209,299,428,208
105378621,0,0,0,0
105378622,0,0,0,0
400748,0,0,0,0
9672,25,34,10,12
9698,786,552,716,560
692234,4,1,5,2
692235,6,1,2,4
692200,0,0,0,0
107984935,0,0,0,0
79570,0,0,0,0
9410,169,51,116,98
51538,224,73,181,128
2170,6,1,1,1
105378623,0,0,0,0
107985470,0,0,0,0
347735,52,73,43,35
105378625,0,0,0,0
105379772,0,0,0,0
149086,1,1,0,0
284551,5,1,3,0
105378626,2,0,0,0
64129,0,0,0,0
3061,57,43,81,33
553115,510,389,595,390
107985471,27,25,36,15
105378628,0,2,0,0
1307,1,0,0,0
101929444,0,0,0,0
576,23,12,11,10
100423028,0,0,0,0
90853,22,45,22,15
8073,8038,2613,8918,6604
10657,1885,812,1868,1114
55116,156,135,92,49
100847018,0,0,0,0
23633,677,329,853,575
200081,333,189,153,115
79140,47,33,28,15
56063,84,98,96,43
55721,15,11,18,5
149069,18,15,11,4
8668,1266,583,1678,741
339483,6,5,10,5
84734,2,4,9,2
3932,1756,1320,1325,632
3065,1595,612,637,432
65108,924,924,1290,376
105378629,5,1,0,0
81629,142,73,99,62
100128071,85,35,57,37
55108,481,332,894,513
728116,0,0,0,0
653121,2,0,1,6
102723870,3,0,1,0
339487,244,75,117,64
5928,846,275,439,358
81493,224,72,100,100
57648,19,36,8,10
8565,395,209,290,250
64766,235,66,79,63
252995,2,0,1,1
105378631,1,0,0,3
3208,0,0,0,0
113452,0,0,0,0
105378632,0,0,0,0
127544,2223,1350,4819,4111
204,816,360,394,267
105378635,0,0,0,0
113451,40,22,38,15
112268224,3,2,0,2
55223,228,183,254,176
149076,340,224,291,245
127550,8,11,4,5
1912,4957,5520,4597,3409
100500853,144,201,135,101
101929464,0,0,0,0
7579,14,12,2,4
114784,0,0,0,0
105378638,0,0,0,0
127540,0,0,0,0
402779,0,0,0,0
84970,0,0,0,0
105378639,0,0,0,0
105378640,0,0,0,0
105378641,1,0,0,0
693137,0,0,0,0
105378642,3,0,2,0
2709,0,0,0,0
127534,0,0,0,0
2707,0,0,0,0
2701,0,0,0,0
113444,513,303,356,271
58512,45,27,44,8
653160,62,24,17,10
100506144,128,77,50,22
9204,285,85,149,117
79830,72,29,25,25
105378644,0,0,0,0
6421,3365,1746,3885,2609
9202,181,101,129,83
100861513,2,2,4,3
79932,852,403,336,155
23154,153,188,72,20
339488,46,19,34,19
105378645,77,21,80,25
5690,761,491,711,411
105378646,0,0,0,0
127703,76,49,35,21
63967,13,2,3,14
192670,2932,1493,1150,1039
26523,593,438,380,396
192669,511,341,252,161
105378647,5,1,0,0
27285,1,0,6,0
54936,272,131,264,124
1296,24,43,19,27
27095,416,242,287,133
55700,3753,3233,7081,3415
9967,1820,1109,2092,1437
79729,39,39,100,56
55194,235,350,274,143
83931,3249,2900,1386,1101
84967,498,511,510,343
127700,8,0,17,5
109616970,0,0,0,0
107984940,0,0,3,0
64960,353,111,490,214
1441,38380,38944,28939,14475
107984941,0,0,0,0
105378648,0,0,0,0
2899,0,0,0,0
100422898,0,0,0,0
107984942,0,0,0,0
728431,19,15,11,7
80149,807,582,7455,3638
102465438,7,4,14,5
64769,593,148,355,195
100847010,1,0,0,0
105378649,19,6,18,17
79753,171,78,284,148
7802,2,1,4,2
29889,212,87,248,156
284654,0,0,0,0
54955,84,41,53,41
55143,20,16,20,13
284656,0,0,0,2
105378650,0,0,0,0
149175,12,9,2,0
79693,189,100,163,120
127687,250,183,550,247
4520,562,369,586,785
3633,243,81,91,138
105378651,6,1,3,3
10946,549,237,504,480
2275,438,624,277,223
51118,99,16,67,49
5453,4,19,1,1
107985103,0,0,0,0
105378653,0,0,0,0
100500801,0,0,0,0
105378655,0,0,0,0
105378654,0,0,0,0
339442,0,0,0,0
105378657,0,0,0,0
107984943,0,0,0,0
105378656,0,1,0,0
105378658,0,0,0,0
105378660,0,0,0,0
64121,470,171,277,194
100527950,183,44,36,24
26292,182,44,36,24
105378663,1,0,0,0
81025,1,0,0,0
54933,0,1,2,0
105378662,3,2,5,0
79647,2040,680,3103,1787
4725,585,317,767,486
23499,1706,1607,901,874
643314,15,8,4,2
105378950,0,0,0,0
353500,27,14,15,6
192217,2,0,0,0
728448,34,9,42,16
8761,1695,867,1628,1079
101929516,218,111,239,144
677834,2,6,5,0
26508,0,0,2,0
84618,0,0,5,0
51440,62,14,64,39
10450,336,160,156,119
656,53,51,42,17
64064,5,1,2,1
105378666,0,2,0,0
101929536,1,0,3,0
105378951,12,4,5,5
107985740,2,5,3,2
105378665,2,2,2,1
105378667,0,0,0,0
54802,89,17,27,21
4610,183,127,46,63
105378668,16,8,3,4
84879,38,30,142,112
105378669,2,0,0,0
10487,8557,3865,3629,3071
5538,8663,2438,4027,2921
105378671,0,0,1,0
6018,623,299,1360,940
127391,0,0,0,0
10269,382,178,117,109
1298,102,82,264,56
107984945,17,14,10,4
64744,11465,12975,5356,5143
65243,23,10,9,14
339559,39,13,17,4
105378672,4,0,3,0
64789,45,27,21,20
127396,26,13,60,42
105378673,0,0,0,0
9783,41,52,10,9
105378675,1,1,2,0
105378674,0,0,0,0
100130557,46,31,21,16
4802,835,502,455,287
407034,0,0,0,0
407031,0,0,0,0
9132,2,1,1,1
105378676,0,0,0,0
163732,261,252,206,417
1503,82,30,50,52
100507178,7,13,16,7
200172,9,8,4,9
22955,146,102,154,73
100132074,1,1,6,1
101929901,0,0,0,0
105378678,0,1,0,0
1907,1,1,4,2
59269,199,239,172,89
2981,0,0,0,0
2980,0,0,0,0
22887,840,548,766,707
284716,0,0,4,2
84217,4,1,8,1
728621,86,37,65,21
79717,358,119,250,171
10465,188,94,171,117
4904,11552,6126,16317,21592
149461,0,0,0,0
64175,238,132,116,70
79078,167,83,160,76
105378683,4,5,8,2
100129924,7,1,5,7
107984946,1,0,7,0
374969,141,41,158,99
114625,186,95,174,137
51058,26,15,14,6
339539,0,0,0,0
6513,694,571,714,594
440584,7,18,10,8
440585,1,0,0,0
10969,154,58,47,49
102465439,0,0,0,0
149465,0,0,0,0
105378685,0,0,0,0
128218,1,0,0,0
149466,0,0,0,0
7075,4,5,1,1
4352,9,3,1,1
105378687,1,4,1,0
991,21,14,3,3
64834,752,661,586,354
102466723,1,0,1,0
112268225,0,3,0,2
112950,205,88,234,140
107984947,40,21,54,38
23334,536,433,236,160
100873952,40,25,23,7
102465440,0,0,0,0
81888,55,53,57,34
5792,6,18,2,12
9682,308,196,145,119
100132774,36,18,12,8
6487,51,70,78,33
101929592,1,0,0,0
102464830,0,0,0,0
9048,2,0,0,0
105378688,4,0,0,0
101929609,14,10,6,3
9670,105,96,65,21
1802,136,115,54,29
533,3706,3404,6144,3571
8704,29,24,13,14
149473,19,18,35,10
6536,4,14,4,12
107984948,38,79,81,94
128209,0,0,0,0
105378952,0,0,0,0
55929,268,129,209,145
79033,262,188,160,69
100874278,8,9,2,0
106635545,0,0,0,0
55182,613,436,537,372
107984951,0,0,0,0
100847089,0,0,0,0
107984950,164,131,204,105
79639,17,13,18,1
109623472,0,0,0,0
339541,166,119,322,113
105378690,3,5,8,7
26828,0,0,3,0
26830,0,0,2,0
11004,19,17,11,6
109623476,0,0,0,0
6202,19457,7179,30027,12184
26811,5,5,46,10
94161,3,1,9,0
94162,6,3,4,4
94163,5,1,1,2
266675,5,1,7,8
1263,1061,1078,8028,2942
343521,37,55,296,86
149478,16,26,17,17
107984952,0,1,7,1
8643,6,3,8,4
8891,78,26,57,19
79654,212,122,109,167
7389,277,223,290,190
57643,28,6,28,13
105378691,5,1,3,1
400752,5,1,3,1
84842,6,9,7,2
4595,155,94,139,58
114034,123,62,185,74
10420,300,153,213,175
126661,12,18,1,1
25974,107,60,69,25
5052,441,251,205,132
10327,505,372,389,148
4678,796,185,402,165
149483,93,31,32,16
60313,1148,418,835,755
728963,3,2,1,2
51249,131,49,55,46
3652,77,22,45,33
105378693,0,0,0,0
23139,88,81,57,37
105378694,0,0,0,0
110117499,9,7,1,2
8503,10,8,1,6
101929626,0,0,0,0
10103,0,0,1,0
110117498,0,0,0,0
55624,155,85,106,46
541468,1,0,0,0
8438,11,5,8,3
10489,270,245,100,74
7388,876,690,1541,599
387338,127,44,97,27
2166,79,50,36,25
729041,12,3,9,1
101929651,2,0,1,0
127343,0,0,0,0
105378696,0,0,0,0
100507423,106,89,103,65
148930,0,0,0,0
8569,1044,721,819,646
148932,153,88,124,80
105378697,0,0,0,0
64756,279,97,129,63
374973,2,2,1,0
100130197,41,28,15,16
9813,1345,838,410,424
105378698,2,5,4,3
105378699,0,0,0,0
1580,1,0,1,0
163720,0,0,0,0
1579,0,0,0,0
260293,0,0,0,0
199974,0,0,0,0
284541,0,0,0,0
105378701,0,2,2,0
100874253,9,15,36,6
10158,256,1102,914,1387
6886,152,293,102,322
6491,10,3,12,7
51727,2057,656,1679,1206
102724077,6,4,3,4
2301,0,0,0,0
84793,25,27,40,12
2306,4,3,2,1
107984953,0,0,0,0
388630,0,0,0,0
105379778,0,0,0,0
391037,0,0,0,0
200010,26,9,12,0
54558,133,90,37,31
84871,1,0,0,0
79656,33,6,21,13
105378706,0,0,0,0
101929721,0,0,0,0
100874313,0,0,0,0
107984954,0,0,0,0
105378708,0,0,0,0
1996,0,0,2,0
105378709,0,0,0,0
107984955,0,0,0,0
105378711,0,0,0,0
105378710,0,0,0,0
105378712,0,0,0,0
63950,0,0,0,0
105378714,0,0,0,0
11124,318,122,304,192
105378715,1,1,0,3
112268262,0,0,0,2
1031,71,31,84,63
100616189,0,0,0,0
102466656,0,0,0,0
284546,0,0,0,0
105378716,0,1,1,0
26994,1339,708,2082,1297
22996,27,18,18,11
105378717,0,0,0,0
102724097,0,0,0,0
2060,931,418,303,371
105378720,7,3,7,3
441884,0,0,0,0
105378719,0,0,0,0
114883,503,211,304,367
4898,2797,1223,993,792
105378721,177,89,78,52
100313892,15,12,7,6
5865,0,0,0,0
51060,1210,473,760,407
112970,79,42,86,39
104355143,2,2,0,0
91408,384,133,363,226
107984956,0,0,0,0
9372,60,23,55,38
200014,352,216,259,174
4998,16,5,17,14
84950,573,198,350,197
23318,404,190,388,298
105378723,0,1,1,0
2882,71,38,77,22
348378,87,50,55,28
65260,37,19,28,11
79699,382,264,179,170
440590,2,0,2,0
55268,350,111,291,79
6342,863,192,329,201
127435,44,16,6,5
6512,43,24,19,14
105378724,0,0,0,0
1376,172,74,95,50
54987,238,115,189,50
4116,431,135,761,380
100507564,5,1,2,2
7804,55,32,29,38
105378728,1,0,6,0
105378726,4,3,3,1
105378732,1,0,3,0
105378731,0,0,0,0
105378730,4,0,0,0
107984957,15,5,11,1
163742,0,0,0,0
105378733,0,0,0,0
63948,0,0,0,0
148979,3,6,0,0
55706,99,37,27,25
54432,463,202,276,186
1733,2,1,4,0
51668,86,46,85,43
115353,116,44,136,61
388633,0,0,0,0
9528,2778,799,1957,1176
127428,179,77,82,42
100616315,0,0,0,0
200008,0,0,0,0
606495,45,12,9,4
51253,297,258,342,169
23648,1031,520,524,334
619518,12,6,8,8
